nvme0n1_azure_,213.93199,0.9022896729486776
nvme0n1_azure_out-rerated-10.0,401.0575,0.7234848186413603
nvme0n1_azure_out-rerated-100.0,12602.487,0.9157195174363633
nvme0n1_bingI_,117.192505,0.8687389550619566
nvme0n1_bingI_out-rerated-10.0,115.469,0.8244529491517602
nvme0n1_bingI_out-rerated-100.0,166.917,0.8948638990813611
nvme0n1_bingS_,182.7685,0.87749381088629
nvme0n1_bingS_out-rerated-10.0,427.4815,0.7867598719684623
nvme0n1_bingS_out-rerated-100.0,2696.986,0.943938478278665
nvme0n1_cosmos_,5160.185,0.8249872274626536
nvme0n1_cosmos_out-rerated-10.0,182505.03,0.8761902587840096
nvme0n1_cosmos_out-rerated-100.0,274030.12,0.9424194687093854
nvme1n1_azure_,425.3775,0.9290719985961914
nvme1n1_azure_out-rerated-10.0,429.5115,0.8606745264480858
nvme1n1_azure_out-rerated-100.0,1448.7896,0.8512914340668752
nvme1n1_bingI_,219.0845,0.9150783666447635
nvme1n1_bingI_out-rerated-10.0,211.405,0.9005674782212459
nvme1n1_bingI_out-rerated-100.0,215.6375,0.8740966286547606
nvme1n1_bingS_,318.21252,0.8716518105620547
nvme1n1_bingS_out-rerated-10.0,314.1705,0.7420144336979564
nvme1n1_bingS_out-rerated-100.0,1301.3374,0.8326785549972996
nvme1n1_cosmos_,360.501,0.7978724084952086
nvme1n1_cosmos_out-rerated-10.0,908.21545,0.8620451667528387
nvme1n1_cosmos_out-rerated-100.0,3359.574,0.8452600255182992
nvme2n1_azure_,138.606,0.9115439502905446
nvme2n1_azure_out-rerated-10.0,184.91751,0.9484788660059639
nvme2n1_azure_out-rerated-100.0,263.92648,0.8841608657944641
nvme2n1_bingI_,115.1485,0.9143117443207771
nvme2n1_bingI_out-rerated-10.0,113.139496,0.8977436793669489
nvme2n1_bingI_out-rerated-100.0,116.3355,0.8687526493856351
nvme2n1_bingS_,141.876,0.9209601402282714
nvme2n1_bingS_out-rerated-10.0,190.58249,0.9220180361878638
nvme2n1_bingS_out-rerated-100.0,410.99,0.7672699748294454
nvme2n1_cosmos_,199.5365,0.8247447877418348
nvme2n1_cosmos_out-rerated-10.0,1354.625,0.7581381650839658
nvme2n1_cosmos_out-rerated-100.0,8034.1206,0.9421884379817974
nvme3n1_azure_,255.83951,0.955324319921115
nvme3n1_azure_out-rerated-10.0,260.97748,0.9207612272254714
nvme3n1_azure_out-rerated-100.0,263.425,0.862397103035013
nvme3n1_bingI_,155.448,0.8611403011581272
nvme3n1_bingI_out-rerated-10.0,165.7625,0.8906710661374604
nvme3n1_bingI_out-rerated-100.0,171.5925,0.8872444470723468
nvme3n1_bingS_,168.69751,0.7851580971165707
nvme3n1_bingS_out-rerated-10.0,257.48248,0.8546933202898419
nvme3n1_bingS_out-rerated-100.0,701.117,0.858523642381831
nvme3n1_cosmos_,835.9595,0.9297269316473367
nvme3n1_cosmos_out-rerated-10.0,841.833,0.9216075141059028
nvme3n1_cosmos_out-rerated-100.0,4070.1506,0.8874716041854596
sdd_azure_,40831.49,0.7651514310902954
sdd_azure_out-rerated-10.0,329.511,0.7259858828546335
sdd_azure_out-rerated-100.0,840.216,0.81842775457117
sdd_bingI_,143.9135,0.9142670445188262
sdd_bingI_out-rerated-10.0,135.2025,0.8342873313210227
sdd_bingI_out-rerated-100.0,235.961,0.8049187864434447
sdd_bingS_,324.6615,0.9024632771809895
sdd_bingS_out-rerated-10.0,1021.5775,0.7729742897616161
sdd_bingS_out-rerated-100.0,4035.8223,0.9668370205835927
sdd_cosmos_,1990.3466,0.958656109735925
sdd_cosmos_out-rerated-10.0,12881.256,0.8341292408074344
sdd_cosmos_out-rerated-100.0,12165.512,0.7882324441368054
sde_azure_,185.24,0.768009539731999
sde_azure_out-rerated-10.0,190.15251,0.7766655369808799
sde_azure_out-rerated-100.0,410.91348,0.825265908030282
sde_bingI_,118.8945,0.9243814499147476
sde_bingI_out-rerated-10.0,120.7875,0.8910511977007599
sde_bingI_out-rerated-100.0,122.688,0.8071077767065016
sde_bingS_,184.0725,0.9630737090378664
sde_bingS_out-rerated-10.0,220.4305,0.7075509074976235
sde_bingS_out-rerated-100.0,1803.3215,0.9823250831345889
sde_cosmos_,619.1505,0.8546439410704466
sde_cosmos_out-rerated-10.0,1628.559,0.760162041670232
sde_cosmos_out-rerated-100.0,10461.404,0.8199679454030478
